"Local time in Tallinn (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.04.2022 13:00";"5.9";"757.3";"760.3";"-0.5";"63";"Wind blowing from the east-northeast";"8";"13";"16";"20–30%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.4";"6.1";"";"20–30%.";"300-600";"";"";"35.0";"-0.7";"No precipitation";"3";"";"";"";"";
"24.04.2022 12:00";"4.0";"757.6";"760.7";"-0.3";"73";"Wind blowing from the north-east";"8";"14";"15";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"2.4";"5.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-0.5";"No precipitation";"3";"";"";"";"";
"24.04.2022 11:00";"3.1";"757.6";"760.7";"-0.5";"77";"Wind blowing from the north-east";"7";"11";"15";"100%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.4";"5.8";"";"100%.";"300-600";"";"";"35.0";"-0.5";"No precipitation";"3";"";"";"";"";
"24.04.2022 10:00";"3.1";"757.8";"760.9";"-0.4";"78";"Wind blowing from the north-east";"8";"12";"14";"100%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.4";"6.4";"";"100%.";"300-600";"";"";"35.0";"-0.4";"No precipitation";"3";"";"";"";"";
"24.04.2022 09:00";"2.8";"757.9";"761.0";"-0.5";"78";"Wind blowing from the north-east";"8";"14";"14";"100%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"2.4";"7.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"35.0";"-0.7";"No precipitation";"12";"";"";"";"";
"24.04.2022 08:00";"2.7";"758.1";"761.2";"-0.2";"79";"Wind blowing from the north-east";"8";"12";"14";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.4";"8.8";"";"90  or more, but not 100%";"300-600";"";"";"35.0";"-0.6";"No precipitation";"3";"";"";"";"";
"24.04.2022 07:00";"2.5";"758.2";"761.3";"-0.3";"79";"Wind blowing from the north-east";"7";"11";"14";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.4";"9.8";"";"90  or more, but not 100%";"300-600";"";"";"35.0";"-0.8";"No precipitation";"3";"";"";"";"";
"24.04.2022 06:00";"2.5";"758.4";"761.5";"-0.4";"79";"Wind blowing from the north-east";"6";"10";"12";"50%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"2.4";"10.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-0.9";"No precipitation";"3";"";"";"";"";
"24.04.2022 05:00";"2.7";"758.3";"761.4";"-0.5";"77";"Wind blowing from the north-east";"6";"10";"12";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.7";"10.2";"";"";"";"";"";"35.0";"-1.0";"No precipitation";"3";"";"";"";"";
"24.04.2022 04:00";"3.1";"758.5";"761.7";"-0.5";"75";"Wind blowing from the north-east";"6";"11";"11";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"3.0";"10.2";"";"";"";"";"";"35.0";"-0.9";"No precipitation";"3";"";"";"";"";
"24.04.2022 03:00";"3.6";"758.8";"761.8";"-0.3";"72";"Wind blowing from the north-east";"6";"10";"12";"60%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"3.5";"10.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"-1.0";"No precipitation";"3";"";"";"";"";
"24.04.2022 02:00";"4.4";"758.8";"762.0";"-0.4";"67";"Wind blowing from the north-east";"6";"10";"12";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"4.4";"10.2";"";"";"";"";"";"35.0";"-1.3";"No precipitation";"3";"";"";"";"";
"24.04.2022 01:00";"5.3";"759.0";"762.1";"-0.4";"62";"Wind blowing from the east-northeast";"5";"12";"12";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"5.1";"10.2";"";"";"";"";"";"35.0";"-1.4";"No precipitation";"3";"";"";"";"";
"24.04.2022 00:00";"5.4";"759.1";"762.1";"-0.3";"65";"Wind blowing from the north-east";"5";"";"10";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"5.2";"10.6";"";"";"";"";"";"35.0";"-0.8";"No precipitation";"3";"";"";"";"";
"23.04.2022 23:00";"5.4";"759.2";"762.4";"0.1";"67";"Wind blowing from the north-east";"5";"";"11";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"5.2";"10.6";"";"";"";"";"";"35.0";"-0.3";"No precipitation";"3";"";"";"";"";
"23.04.2022 22:00";"6.3";"759.4";"762.5";"0.6";"60";"Wind blowing from the north-east";"5";"";"13";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.3";"10.6";"";"";"";"";"";"35.0";"-1.0";"No precipitation";"3";"";"";"";"";
"23.04.2022 21:00";"7.5";"759.4";"762.4";"0.4";"53";"Wind blowing from the east-northeast";"5";"10";"14";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"6.9";"10.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"-1.5";"No precipitation";"12";"";"";"";"";
"23.04.2022 20:00";"8.8";"759.1";"762.1";"0.1";"47";"Wind blowing from the east-northeast";"7";"13";"17";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"4.5";"10.6";"";"";"";"";"";"35.0";"-1.9";"No precipitation";"3";"";"";"";"";
"23.04.2022 19:00";"9.7";"758.8";"761.9";"-0.4";"43";"Wind blowing from the east";"9";"14";"17";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.4";"10.6";"";"";"";"";"";"35.0";"-2.3";"0.1";"3";"";"";"";"";
"23.04.2022 18:00";"9.9";"759.0";"762.1";"-0.4";"42";"Wind blowing from the east-northeast";"8";"14";"17";"50%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-0.7";"10.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"-2.5";"";"";"";"";"";"";
"23.04.2022 17:00";"9.5";"759.0";"762.1";"-0.4";"47";"Wind blowing from the east-northeast";"9";"14";"15";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-1.0";"10.6";"";"";"";"";"";"35.0";"-1.4";"0.1";"3";"";"";"";"";
"23.04.2022 16:00";"8.7";"759.2";"762.3";"-0.2";"56";"Wind blowing from the north-east";"7";"12";"12";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-1.0";"10.6";"";"";"";"";"";"35.0";"0.4";"No precipitation";"3";"";"";"";"";
"23.04.2022 15:00";"8.0";"759.4";"762.4";"0.1";"60";"Wind blowing from the north-east";"6";"10";"11";"60%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-1.0";"10.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"0.7";"No precipitation";"3";"";"";"";"";
"23.04.2022 14:00";"8.1";"759.4";"762.5";"0.0";"67";"Wind blowing from the north-east";"7";"11";"11";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-1.0";"10.6";"";"";"";"";"";"35.0";"2.2";"No precipitation";"3";"";"";"";"";
"23.04.2022 13:00";"9.3";"759.4";"762.4";"0.1";"56";"Wind blowing from the north-east";"6";"9";"9";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-1.0";"10.6";"";"";"";"";"";"35.0";"0.8";"No precipitation";"3";"";"";"";"";
"23.04.2022 12:00";"8.7";"759.3";"762.4";"0.2";"60";"Wind blowing from the north-northeast";"5";"8";"8";"60%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-1.0";"9.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"1.3";"No precipitation";"3";"";"";"";"";
"23.04.2022 11:00";"7.4";"759.4";"762.4";"0.2";"67";"Wind blowing from the north-east";"4";"";"8";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-1.0";"9.1";"";"";"";"";"";"35.0";"1.6";"No precipitation";"3";"";"";"";"";
"23.04.2022 10:00";"7.9";"759.3";"762.4";"0.2";"65";"Wind blowing from the north";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-1.0";"9.1";"";"";"";"";"";"35.0";"1.6";"No precipitation";"3";"";"";"";"";
"23.04.2022 09:00";"7.8";"759.1";"762.2";"-0.2";"67";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-1.0";"9.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"2.0";"No precipitation";"12";"";"";"";"";
"23.04.2022 08:00";"4.5";"759.2";"762.4";"-0.3";"82";"Wind blowing from the north";"2";"";"";"60%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-1.0";"11.9";"";"20–30%.";"2500 or more, or no clouds.";"";"";"35.0";"1.6";"No precipitation";"3";"";"";"";"";
"23.04.2022 07:00";"2.4";"759.1";"762.3";"-0.6";"92";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-1.0";"12.8";"";"";"";"";"";"27.0";"1.2";"No precipitation";"3";"";"";"";"";
"23.04.2022 06:00";"-0.7";"759.3";"762.4";"-0.6";"95";"Wind blowing from the north-northeast";"0";"";"";"50%.";"More or less continuous shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"-1.0";"12.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"23.0";"-1.4";"No precipitation";"3";"";"";"";"";
"23.04.2022 05:00";"-0.1";"759.5";"762.7";"-0.7";"97";"Wind blowing from the west";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-0.2";"12.8";"";"";"";"";"";"16.0";"-0.5";"No precipitation";"3";"";"";"";"";
"23.04.2022 04:00";"0.1";"759.7";"762.8";"-0.7";"96";"Wind blowing from the south-southwest";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"0.0";"13.7";"";"";"";"";"";"19.0";"-0.4";"No precipitation";"3";"";"";"";"";
"23.04.2022 03:00";"2.6";"759.9";"763.0";"-0.7";"91";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"2.2";"13.7";"";"";"";"";"";"35.0";"1.2";"No precipitation";"3";"";"";"";"";
"23.04.2022 02:00";"2.8";"760.2";"763.3";"-0.6";"91";"Calm, no wind";"0";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.2";"13.7";"";"";"";"";"";"35.0";"1.4";"No precipitation";"3";"";"";"";"";
"23.04.2022 01:00";"3.1";"760.4";"763.6";"-0.4";"89";"Wind blowing from the north";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.4";"13.7";"";"";"";"";"";"35.0";"1.4";"No precipitation";"3";"";"";"";"";
"23.04.2022 00:00";"3.8";"760.6";"763.8";"-0.4";"86";"Wind blowing from the north-northwest";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"3.6";"13.7";"";"";"";"";"";"35.0";"1.6";"No precipitation";"3";"";"";"";"";
"22.04.2022 23:00";"4.6";"760.8";"763.9";"-0.3";"80";"Wind blowing from the north";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"4.6";"13.7";"";"";"";"";"";"35.0";"1.4";"No precipitation";"3";"";"";"";"";
"22.04.2022 22:00";"6.5";"760.8";"763.9";"-0.6";"71";"Wind blowing from the north-east";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.5";"13.7";"";"";"";"";"";"30.0";"1.5";"No precipitation";"3";"";"";"";"";
"22.04.2022 21:00";"9.1";"761.0";"764.1";"-0.5";"58";"Wind blowing from the north";"2";"";"";"50%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.6";"13.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"1.1";"No precipitation";"3";"";"";"";"";
"22.04.2022 20:00";"11.9";"761.1";"764.2";"-0.7";"44";"Wind blowing from the north-northeast";"2";"";"";"10%  or less, but not 0";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"4.9";"13.7";"";"10%  or less, but not 0";"1500-2000";"";"";"35.0";"-0.1";"No precipitation";"3";"";"";"";"";
"22.04.2022 19:00";"11.7";"761.4";"764.4";"-0.5";"48";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"3.3";"13.7";"";"";"";"";"";"35.0";"0.9";"No precipitation";"3";"";"";"";"";
"22.04.2022 18:00";"12.0";"761.5";"764.6";"-0.8";"49";"Wind blowing from the north-northeast";"2";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"0.5";"13.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"1.4";"No precipitation";"3";"";"";"";"";
"22.04.2022 17:00";"11.8";"761.8";"764.8";"-0.9";"49";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"0.4";"13.7";"";"";"";"";"";"35.0";"1.2";"No precipitation";"3";"";"";"";"";
"22.04.2022 16:00";"13.0";"761.9";"764.9";"-1.1";"41";"Wind blowing from the north-northeast";"4";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"0.4";"13.4";"";"";"";"";"";"35.0";"0.1";"No precipitation";"3";"";"";"";"";
"22.04.2022 15:00";"11.9";"762.3";"765.4";"-0.7";"48";"Wind blowing from the north-northeast";"4";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"0.4";"12.5";"";"";"";"";"";"35.0";"1.1";"No precipitation";"3";"";"";"";"";
"22.04.2022 14:00";"11.6";"762.7";"765.7";"-0.4";"54";"Wind blowing from the north-east";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"0.4";"12.5";"";"";"";"";"";"35.0";"2.5";"No precipitation";"3";"";"";"";"";
"22.04.2022 13:00";"9.3";"763.0";"766.1";"-0.3";"59";"Wind blowing from the north";"4";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"0.4";"12.5";"";"";"";"";"";"35.0";"1.6";"No precipitation";"3";"";"";"";"";
"22.04.2022 12:00";"12.5";"763.0";"766.0";"-0.2";"48";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"0.4";"12.5";"";"";"";"";"";"35.0";"1.6";"No precipitation";"3";"";"";"";"";
"22.04.2022 11:00";"10.3";"763.1";"766.2";"-0.2";"60";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"0.4";"10.5";"";"";"";"";"";"35.0";"2.7";"No precipitation";"3";"";"";"";"";
"22.04.2022 10:00";"9.2";"763.3";"766.3";"0.2";"65";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"0.4";"9.2";"";"";"";"";"";"35.0";"2.8";"No precipitation";"3";"";"";"";"";
"22.04.2022 09:00";"7.8";"763.2";"766.3";"0.1";"69";"Wind blowing from the north-east";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"0.4";"9.4";"";"";"";"";"";"35.0";"2.5";"No precipitation";"12";"";"";"";"";
"22.04.2022 08:00";"5.1";"763.3";"766.4";"0.1";"81";"Wind blowing from the north-east";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"0.4";"10.4";"";"";"";"";"";"35.0";"2.0";"No precipitation";"3";"";"";"";"";
"22.04.2022 07:00";"3.3";"763.1";"766.3";"0.0";"89";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"0.4";"11.1";"";"";"";"";"";"35.0";"1.7";"No precipitation";"3";"";"";"";"";
"22.04.2022 06:00";"0.9";"763.1";"766.3";"-0.1";"96";"Wind blowing from the north";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"0.4";"11.3";"";"";"";"";"";"35.0";"0.3";"No precipitation";"3";"";"";"";"";
"22.04.2022 05:00";"1.9";"763.2";"766.3";"-0.2";"93";"Wind blowing from the north-east";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"0.6";"11.4";"";"";"";"";"";"35.0";"0.9";"No precipitation";"3";"";"";"";"";
"22.04.2022 04:00";"2.1";"763.1";"766.3";"-0.5";"91";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"1.8";"11.4";"";"";"";"";"";"35.0";"0.8";"No precipitation";"3";"";"";"";"";
"22.04.2022 03:00";"2.7";"763.2";"766.3";"-0.4";"91";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"2.7";"11.4";"";"";"";"";"";"35.0";"1.3";"No precipitation";"3";"";"";"";"";
"22.04.2022 02:00";"3.2";"763.4";"766.6";"-0.2";"88";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"3.2";"11.4";"";"";"";"";"";"35.0";"1.3";"No precipitation";"3";"";"";"";"";
"22.04.2022 01:00";"3.9";"763.6";"766.6";"0.0";"85";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"3.8";"11.4";"";"";"";"";"";"35.0";"1.5";"No precipitation";"3";"";"";"";"";
"22.04.2022 00:00";"4.7";"763.6";"766.6";"0.0";"78";"Wind blowing from the north-northeast";"2";"";"9";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"4.7";"11.4";"";"";"";"";"";"35.0";"1.2";"No precipitation";"3";"";"";"";"";
"21.04.2022 23:00";"6.5";"763.6";"766.7";"0.3";"67";"Wind blowing from the north-east";"3";"";"9";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.0";"11.4";"";"";"";"";"";"35.0";"0.8";"No precipitation";"3";"";"";"";"";
"21.04.2022 22:00";"7.8";"763.6";"766.7";"0.3";"59";"Wind blowing from the north-east";"4";"";"12";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.9";"11.4";"";"";"";"";"";"35.0";"0.3";"No precipitation";"3";"";"";"";"";
"21.04.2022 21:00";"9.4";"763.6";"766.6";"0.3";"52";"Wind blowing from the east-northeast";"4";"";"13";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.4";"11.4";"";"";"";"";"";"35.0";"0.0";"No precipitation";"12";"";"";"";"";
"21.04.2022 20:00";"10.4";"763.3";"766.3";"-0.2";"51";"Wind blowing from the east-northeast";"6";"11";"13";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.0";"11.4";"";"";"";"";"";"35.0";"0.7";"No precipitation";"3";"";"";"";"";
"21.04.2022 19:00";"11.1";"763.3";"766.3";"-0.5";"49";"Wind blowing from the east-northeast";"7";"11";"13";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"4.4";"11.4";"";"";"";"";"";"35.0";"0.8";"No precipitation";"3";"";"";"";"";
"21.04.2022 18:00";"11.3";"763.3";"766.4";"-0.7";"51";"Wind blowing from the east-northeast";"6";"10";"11";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"3.2";"11.4";"";"";"";"";"";"35.0";"1.3";"No precipitation";"3";"";"";"";"";
"21.04.2022 17:00";"10.3";"763.5";"766.6";"-1.0";"57";"Wind blowing from the north-northeast";"5";"";"12";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"3.1";"11.3";"";"";"";"";"";"35.0";"2.1";"No precipitation";"3";"";"";"";"";
"21.04.2022 16:00";"9.8";"763.8";"766.9";"-0.9";"56";"Wind blowing from the north-east";"6";"";"12";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"3.1";"10.8";"";"";"";"";"";"35.0";"1.3";"No precipitation";"3";"";"";"";"";
"21.04.2022 15:00";"9.2";"764.0";"767.1";"-0.9";"58";"Wind blowing from the north-east";"8";"12";"12";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"3.1";"10.3";"";"";"";"";"";"35.0";"1.2";"No precipitation";"3";"";"";"";"";
"21.04.2022 14:00";"9.4";"764.5";"767.5";"-0.5";"56";"Wind blowing from the north-east";"6";"10";"11";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"3.1";"10.3";"";"";"";"";"";"35.0";"1.1";"No precipitation";"3";"";"";"";"";
"21.04.2022 13:00";"9.5";"764.7";"767.7";"-0.1";"59";"Wind blowing from the north-east";"5";"8";"8";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"3.1";"10.2";"";"";"";"";"";"35.0";"1.8";"No precipitation";"3";"";"";"";"";
"21.04.2022 12:00";"8.4";"764.9";"768.0";"0.1";"64";"Wind blowing from the north-northeast";"5";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"3.1";"9.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"2.0";"No precipitation";"3";"";"";"";"";
"21.04.2022 11:00";"8.8";"765.0";"768.1";"0.2";"65";"Wind blowing from the north-east";"4";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"3.1";"9.8";"";"";"";"";"";"35.0";"2.6";"No precipitation";"3";"";"";"";"";
"21.04.2022 10:00";"6.9";"764.8";"768.0";"0.1";"73";"Wind blowing from the north-northeast";"4";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"3.1";"10.5";"";"";"";"";"";"35.0";"2.3";"No precipitation";"3";"";"";"";"";
"21.04.2022 09:00";"7.7";"764.8";"767.9";"0.3";"71";"Wind blowing from the north-northeast";"3";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"3.1";"11.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"2.8";"No precipitation";"12";"";"";"";"";
"21.04.2022 08:00";"6.0";"764.8";"767.9";"0.1";"77";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"3.1";"11.8";"";"";"";"";"";"35.0";"2.2";"No precipitation";"3";"";"";"";"";
